,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,,PaymentMethod,OrderStatus,City,State,Country,SellerID
85815,ORD0085816,03-12-2022,CUST012456,Neha Kumar,P00031,Kids Toy Car,Books,NexPro,1,122.02,0,14.64,7.8,,Credit Card,Delivered,Houston,TX,Canada,SELL01971
61239,ORD0061240,30-01-2020,CUST039908,Sunita Patel,P00024,Yoga Mat,Electronics,BrightLux,2,65.62,0.1,5.91,5.08,,Debit Card,Delivered,San Diego,CA,United States,SELL00273
48042,ORD0048043,21-05-2023,CUST014115,Vihaan Gupta,P00015,Instant Pot,Home & Kitchen,Apex,2,263,0.1,37.87,0.44,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01097
7712,ORD0007713,17-01-2021,CUST022213,Sunita Sharma,P00014,Drone Mini,Clothing,BrightLux,5,200.45,0.15,102.23,12.95,,Amazon Pay,Delivered,Denver,CO,United Kingdom,SELL01903
82328,ORD0082329,25-02-2021,CUST042914,Priya Sharma,P00013,Action Camera,Sports & Outdoors,UrbanStyle,3,59.66,0,8.95,13.08,,Credit Card,Delivered,Columbus,OH,India,SELL01957
90331,ORD0090332,17-03-2021,CUST044318,Aditya Reddy,P00038,External HDD 2TB,Toys & Games,CoreTech,1,153.31,0.15,0,4.9,,Amazon Pay,Delivered,Charlotte,NC,United Kingdom,SELL01142
90062,ORD0090063,30-05-2020,CUST002502,Aarav Gupta,P00050,Novel Bestseller,Electronics,KiddoFun,4,525.22,0,105.04,14.75,,Credit Card,Delivered,Los Angeles,CA,United States,SELL00383
62261,ORD0062262,19-09-2022,CUST042045,Priya Patel,P00021,Backpack,Books,Apex,4,329.19,0.15,55.96,14.54,,Cash on Delivery,Delivered,Charlotte,NC,United States,SELL00467
34214,ORD0034215,13-04-2023,CUST030658,Sahil Singh,P00049,Children's Book,Books,HomeEase,3,472.59,0.05,0,4.6,,Credit Card,Delivered,San Diego,CA,United States,SELL01277
45939,ORD0045940,18-10-2023,CUST004425,Priya Kapoor,P00044,Power Bank 20000mAh,Toys & Games,HomeEase,3,340.51,0.3,85.81,14.61,,Credit Card,Delivered,Charlotte,NC,United States,SELL00429
19174,ORD0019175,10-07-2020,CUST004257,Vihaan Singh,P00041,Webcam Full HD,Home & Kitchen,HomeEase,4,347.58,0.2,55.61,8.17,,Credit Card,Delivered,Philadelphia,PA,United States,SELL01931
67980,ORD0067981,13-08-2021,CUST023815,Sunita Gupta,P00025,Running Shoes,Clothing,UrbanStyle,4,439.09,0.15,74.65,10.53,,Net Banking,Delivered,Phoenix,AZ,United States,SELL01784
69238,ORD0069239,02-08-2024,CUST033700,Arjun Sharma,P00036,Smart Light Bulb,Electronics,Zenith,2,312.95,0.05,29.73,12.69,,Credit Card,Delivered,Los Angeles,CA,United States,SELL00229
75819,ORD0075820,01-03-2023,CUST042475,Aditya Gupta,P00003,Smartphone Case,Sports & Outdoors,CoreTech,3,158.25,0,37.98,10.99,,Debit Card,Delivered,Columbus,OH,United States,SELL00046
98604,ORD0098605,30-03-2024,CUST028408,Aarav Kumar,P00034,Desk Organizer,Sports & Outdoors,Zenith,2,98.86,0.05,9.39,6.99,,Amazon Pay,Delivered,Houston,TX,India,SELL00636
93575,ORD0093576,11-12-2024,CUST000533,Sneha Joshi,P00009,Portable SSD 1TB,Sports & Outdoors,NexPro,1,73.94,0,8.87,0.43,,Net Banking,Delivered,Fort Worth,TX,Canada,SELL00592
6569,ORD0006570,18-03-2023,CUST049539,Aman Mehta,P00031,Kids Toy Car,Home & Kitchen,BrightLux,1,482.88,0.3,60.84,4.42,,Debit Card,Delivered,San Diego,CA,United States,SELL01026
12342,ORD0012343,23-06-2021,CUST006311,Vikas Joshi,P00045,Phone Tripod,Electronics,CoreTech,4,543.43,0,108.69,7.87,,Net Banking,Delivered,Los Angeles,CA,United States,SELL00858
1267,ORD0001268,07-06-2024,CUST012772,Sahil Kumar,P00040,Microphone,Books,UrbanStyle,2,480.4,0,115.3,9.01,,Debit Card,Shipped,Fort Worth,TX,United States,SELL00191
33011,ORD0033012,03-09-2023,CUST010519,Neha Kapoor,P00046,Car Charger,Home & Kitchen,ReadMore,2,22.79,0.2,1.82,5.57,,Amazon Pay,Delivered,Austin,TX,United States,SELL00619
11999,ORD0012000,14-04-2023,CUST049349,Neha Verma,P00036,Smart Light Bulb,Sports & Outdoors,KiddoFun,2,457.73,0.1,65.91,2.73,,Amazon Pay,Delivered,Washington,DC,United States,SELL00820
87218,ORD0087219,11-07-2022,CUST019937,Ritika Kumar,P00036,Smart Light Bulb,Home & Kitchen,FitLife,1,76.2,0.15,11.66,6.82,,Credit Card,Delivered,Washington,DC,United States,SELL00439
94454,ORD0094455,24-08-2024,CUST036545,Vivaan Singh,P00005,Laptop Sleeve,Clothing,FitLife,3,107.03,0.15,21.83,5.78,,Amazon Pay,Shipped,Austin,TX,India,SELL00210
66707,ORD0066708,30-07-2023,CUST045118,Vihaan Joshi,P00020,Office Chair,Home & Kitchen,UrbanStyle,5,305.1,0.2,146.45,10.7,,Cash on Delivery,Delivered,Seattle,WA,India,SELL00984
97298,ORD0097299,21-10-2022,CUST045656,Sahil Kumar,P00001,Wireless Earbuds,Sports & Outdoors,NexPro,2,464.52,0.05,158.87,14.59,,Amazon Pay,Delivered,Charlotte,NC,India,SELL01859
80142,ORD0080143,23-05-2024,CUST036036,Aman Reddy,P00006,Gaming Mouse,Books,CoreTech,5,526.57,0.1,118.48,0.72,,Debit Card,Delivered,New York,NY,Canada,SELL00334
88373,ORD0088374,22-08-2024,CUST010628,Vihaan Patel,P00046,Car Charger,Electronics,UrbanStyle,2,523.18,0.1,169.51,9.03,,UPI,Returned,New York,NY,United States,SELL00674
84600,ORD0084601,27-07-2020,CUST000234,Aman Kapoor,P00003,Smartphone Case,Sports & Outdoors,Apex,5,501.28,0.15,0,10.65,,Debit Card,Delivered,San Antonio,TX,United States,SELL00911
89471,ORD0089472,12-02-2020,CUST040463,Karan Kapoor,P00028,Jeans,Toys & Games,HomeEase,2,117.6,0,11.76,2.95,,Debit Card,Delivered,Fort Worth,TX,Canada,SELL01620
87032,ORD0087033,16-09-2020,CUST025089,Arjun Gupta,P00008,4K Monitor,Books,Apex,1,231.52,0,18.52,10.65,,Credit Card,Shipped,Fort Worth,TX,Canada,SELL01322
10505,ORD0010506,16-06-2022,CUST019948,Rohit Sharma,P00003,Smartphone Case,Electronics,FitLife,1,314.04,0,37.68,6.54,,UPI,Delivered,New York,NY,United States,SELL00134
30577,ORD0030578,10-12-2022,CUST013785,Kabir Mehta,P00040,Microphone,Electronics,UrbanStyle,2,48.15,0.3,3.37,0.42,,Amazon Pay,Shipped,Austin,TX,India,SELL00518
83599,ORD0083600,04-01-2024,CUST017546,Karan Kapoor,P00050,Novel Bestseller,Sports & Outdoors,FitLife,1,173.41,0,8.67,4.18,,Credit Card,Delivered,San Antonio,TX,United States,SELL01336
8848,ORD0008849,01-07-2023,CUST012933,Arjun Joshi,P00022,Water Bottle,Toys & Games,Apex,5,587.23,0,352.34,2.43,,Credit Card,Delivered,Austin,TX,United States,SELL00384
32669,ORD0032670,30-07-2024,CUST040087,Karan Kumar,P00042,Projector Mini,Sports & Outdoors,Apex,1,342.04,0,27.36,7.69,,Net Banking,Shipped,Jacksonville,FL,United States,SELL01851
38581,ORD0038582,23-10-2024,CUST005867,Aarav Verma,P00038,External HDD 2TB,Sports & Outdoors,NexPro,3,240.36,0,86.53,14.94,,Debit Card,Delivered,San Diego,CA,United States,SELL00841
59053,ORD0059054,27-09-2020,CUST044002,Rohit Kapoor,P00012,Noise Cancelling Headphones,Sports & Outdoors,ReadMore,3,280.2,0,0,9.96,,Net Banking,Delivered,Denver,CO,India,SELL00996
76479,ORD0076480,20-02-2024,CUST018298,Priya Gupta,P00046,Car Charger,Electronics,Apex,3,320.16,0.1,43.22,10.01,,UPI,Delivered,San Francisco,CA,United States,SELL00286
20272,ORD0020273,18-02-2022,CUST044826,Arjun Patel,P00032,Board Game,Electronics,HomeEase,4,204.86,0.2,52.44,13.69,,UPI,Delivered,Seattle,WA,United States,SELL01896
84315,ORD0084316,24-01-2022,CUST024788,Vivaan Sharma,P00010,Smartwatch,Books,CoreTech,3,169.67,0,40.72,14.19,,Debit Card,Delivered,Charlotte,NC,India,SELL01342
54852,ORD0054853,24-11-2024,CUST048719,Arjun Reddy,P00030,Dress Shirt,Electronics,Apex,2,164.02,0,39.36,14.59,,Amazon Pay,Delivered,Washington,DC,United States,SELL00347
98054,ORD0098055,26-10-2021,CUST006983,Vivaan Singh,P00009,Portable SSD 1TB,Clothing,UrbanStyle,2,580.43,0,92.87,5.16,,Credit Card,Delivered,Jacksonville,FL,United States,SELL00387
29898,ORD0029899,20-03-2021,CUST035681,Rohit Sharma,P00024,Yoga Mat,Clothing,Zenith,4,228.61,0,109.73,11.59,,Credit Card,Returned,San Francisco,CA,India,SELL00734
92698,ORD0092699,03-09-2020,CUST027594,Mohit Sharma,P00019,LED Desk Lamp,Home & Kitchen,BrightLux,5,355.76,0,213.46,11.85,,Debit Card,Shipped,Chicago,IL,United States,SELL01280
80943,ORD0080944,04-07-2022,CUST004657,Kabir Patel,P00003,Smartphone Case,Books,ReadMore,3,103.98,0.15,47.73,12.73,,Credit Card,Pending,Washington,DC,Australia,SELL00765
52571,ORD0052572,04-06-2023,CUST023069,Neha Reddy,P00006,Gaming Mouse,Home & Kitchen,FitLife,1,334.76,0,16.74,10.64,,Credit Card,Shipped,Austin,TX,United States,SELL01573
14375,ORD0014376,11-02-2020,CUST004212,Kabir Verma,P00010,Smartwatch,Clothing,Zenith,2,369.49,0.2,70.94,2.81,,Credit Card,Shipped,Philadelphia,PA,United States,SELL01216
28181,ORD0028182,06-08-2020,CUST033347,Neha Sharma,P00016,Air Fryer,Home & Kitchen,FitLife,1,586.13,0,46.89,0.12,,Net Banking,Shipped,Los Angeles,CA,Australia,SELL01153
44771,ORD0044772,28-07-2023,CUST035489,Pooja Joshi,P00012,Noise Cancelling Headphones,Sports & Outdoors,FitLife,4,115.68,0.1,20.82,4.49,,Amazon Pay,Cancelled,Houston,TX,United States,SELL01461
60446,ORD0060447,17-08-2021,CUST012581,Priya Kumar,P00028,Jeans,Electronics,CoreTech,5,240.61,0.05,57.14,4.24,,Amazon Pay,Delivered,San Diego,CA,United States,SELL01967
27807,ORD0027808,08-01-2022,CUST026601,Karan Reddy,P00030,Dress Shirt,Books,CoreTech,2,518,0,186.48,6.23,,Net Banking,Delivered,Indianapolis,IN,United States,SELL01046
57675,ORD0057676,27-06-2023,CUST038235,Kabir Kumar,P00003,Smartphone Case,Toys & Games,KiddoFun,4,65.79,0.05,12.5,11.49,,Debit Card,Delivered,San Antonio,TX,United States,SELL00948
23573,ORD0023574,07-08-2022,CUST044123,Vikas Joshi,P00005,Laptop Sleeve,Electronics,Apex,5,492.39,0.1,0,11.77,,Debit Card,Delivered,Austin,TX,India,SELL01331
93130,ORD0093131,01-12-2022,CUST014620,Anjali Kumar,P00049,Children's Book,Toys & Games,KiddoFun,1,520.06,0,41.6,13.21,,Credit Card,Delivered,Columbus,OH,India,SELL00306
15084,ORD0015085,24-04-2020,CUST041721,Vivaan Patel,P00041,Webcam Full HD,Electronics,Zenith,3,536.19,0.1,115.82,10.53,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00437
92645,ORD0092646,27-02-2020,CUST026302,Kabir Verma,P00007,Mechanical Keyboard,Toys & Games,KiddoFun,1,296.93,0.1,32.07,14.96,,Debit Card,Delivered,Philadelphia,PA,United States,SELL00075
30262,ORD0030263,03-11-2021,CUST048744,Vivaan Patel,P00035,Desk Plant,Clothing,NexPro,1,85.85,0.1,6.18,6.46,,Credit Card,Delivered,Indianapolis,IN,United States,SELL00929
65397,ORD0065398,21-03-2020,CUST035390,Neha Verma,P00012,Noise Cancelling Headphones,Books,Apex,4,86.85,0.1,15.63,11.12,,Amazon Pay,Shipped,Indianapolis,IN,United States,SELL01501
7533,ORD0007534,08-11-2020,CUST046738,Vihaan Gupta,P00016,Air Fryer,Sports & Outdoors,Apex,2,407,0.05,61.86,3.58,,Credit Card,Shipped,Indianapolis,IN,India,SELL00246
93203,ORD0093204,30-01-2020,CUST038069,Karan Joshi,P00018,Vacuum Cleaner,Books,CoreTech,4,189.93,0.1,54.7,6.66,,Debit Card,Delivered,Phoenix,AZ,United States,SELL00523
69894,ORD0069895,19-03-2020,CUST047748,Kabir Kapoor,P00046,Car Charger,Sports & Outdoors,BrightLux,4,281.8,0.2,45.09,12.25,,Credit Card,Delivered,Denver,CO,Canada,SELL01472
11550,ORD0011551,07-11-2024,CUST016666,Simran Kumar,P00042,Projector Mini,Home & Kitchen,HomeEase,1,103.03,0.15,4.38,3.87,,Amazon Pay,Delivered,Dallas,TX,United States,SELL00203
90303,ORD0090304,21-02-2020,CUST019411,Sneha Kapoor,P00002,Bluetooth Speaker,Sports & Outdoors,CoreTech,2,561.8,0.25,67.42,2.06,,Debit Card,Cancelled,New York,NY,United States,SELL00808
2356,ORD0002357,16-03-2023,CUST003070,Kabir Gupta,P00013,Action Camera,Clothing,KiddoFun,2,175.18,0,17.52,5.1,,Net Banking,Delivered,San Francisco,CA,United States,SELL01330
57691,ORD0057692,02-02-2021,CUST033941,Ritika Mehta,P00034,Desk Organizer,Home & Kitchen,CoreTech,4,322.57,0.1,209.03,1.75,,Net Banking,Delivered,Charlotte,NC,United States,SELL01333
23133,ORD0023134,19-01-2020,CUST034052,Simran Singh,P00008,4K Monitor,Sports & Outdoors,CoreTech,4,599.27,0,191.77,7.98,,Net Banking,Delivered,Denver,CO,United States,SELL00189
80671,ORD0080672,24-04-2024,CUST013548,Vivaan Patel,P00049,Children's Book,Toys & Games,FitLife,1,45.03,0,3.6,2.29,,UPI,Delivered,Indianapolis,IN,United States,SELL00192
71590,ORD0071591,03-04-2022,CUST014080,Aman Patel,P00046,Car Charger,Sports & Outdoors,ReadMore,2,72.55,0.15,6.17,11.93,,Net Banking,Shipped,Philadelphia,PA,United States,SELL00952
35819,ORD0035820,03-09-2022,CUST012323,Kabir Joshi,P00039,Graphic Tablet,Books,HomeEase,3,521.67,0.05,74.34,14.04,,Credit Card,Shipped,New York,NY,United States,SELL01685
59871,ORD0059872,19-05-2020,CUST043940,Mohit Joshi,P00006,Gaming Mouse,Toys & Games,Zenith,3,70.32,0,10.55,10.45,,Credit Card,Delivered,Dallas,TX,Canada,SELL01675
85190,ORD0085191,23-06-2022,CUST008072,Priya Kapoor,P00050,Novel Bestseller,Books,KiddoFun,5,521.84,0,313.1,0.99,,Net Banking,Pending,New York,NY,United States,SELL00314
51340,ORD0051341,04-01-2023,CUST022904,Mohit Patel,P00034,Desk Organizer,Sports & Outdoors,CoreTech,5,107.67,0,26.92,8.25,,Credit Card,Delivered,San Antonio,TX,Canada,SELL00776
38332,ORD0038333,03-02-2022,CUST015134,Rohit Joshi,P00048,Wireless Charger,Toys & Games,CoreTech,1,140.33,0,0,8.17,,Amazon Pay,Delivered,Dallas,TX,United States,SELL00381
15519,ORD0015520,18-12-2023,CUST008401,Sahil Reddy,P00028,Jeans,Sports & Outdoors,FitLife,4,37.32,0.15,10.15,2.87,,Amazon Pay,Shipped,Denver,CO,United States,SELL01213
61815,ORD0061816,23-08-2020,CUST002518,Vivaan Patel,P00042,Projector Mini,Sports & Outdoors,ReadMore,5,305.5,0.1,68.74,9.53,,Credit Card,Delivered,Houston,TX,United States,SELL01994
80183,ORD0080184,16-10-2020,CUST049305,Sunita Mehta,P00014,Drone Mini,Sports & Outdoors,CoreTech,3,261.35,0.1,35.28,7.03,,Credit Card,Delivered,Washington,DC,United States,SELL01743
62263,ORD0062264,25-04-2023,CUST030826,Anjali Joshi,P00046,Car Charger,Toys & Games,HomeEase,4,148.65,0.2,38.05,5.1,,Credit Card,Shipped,Phoenix,AZ,United States,SELL00302
29460,ORD0029461,19-12-2021,CUST004355,Kabir Mehta,P00006,Gaming Mouse,Sports & Outdoors,BrightLux,4,57.38,0.1,16.53,6.89,,Credit Card,Delivered,Houston,TX,United States,SELL00807
33394,ORD0033395,04-03-2024,CUST046485,Vikas Patel,P00046,Car Charger,Books,BrightLux,3,103.78,0,15.57,9.12,,Credit Card,Delivered,Philadelphia,PA,United States,SELL01999
96993,ORD0096994,08-09-2024,CUST025149,Sahil Gupta,P00021,Backpack,Sports & Outdoors,Apex,1,476.5,0,38.12,4.09,,Debit Card,Delivered,Washington,DC,United States,SELL01344
37776,ORD0037777,04-10-2020,CUST009422,Karan Patel,P00015,Instant Pot,Sports & Outdoors,Zenith,5,425.89,0,170.36,9.62,,Debit Card,Shipped,Los Angeles,CA,United States,SELL00458
6699,ORD0006700,10-09-2022,CUST046148,Sahil Mehta,P00035,Desk Plant,Sports & Outdoors,CoreTech,2,399.8,0,95.95,3.45,,Amazon Pay,Shipped,Charlotte,NC,United States,SELL01954
33386,ORD0033387,30-06-2024,CUST049603,Vivaan Gupta,P00015,Instant Pot,Books,HomeEase,2,131.5,0.1,42.61,5.64,,Credit Card,Delivered,Indianapolis,IN,Australia,SELL00494
34151,ORD0034152,14-07-2020,CUST042469,Mohit Singh,P00047,Memory Card 128GB,Clothing,ReadMore,3,416.78,0,100.03,3.66,,Amazon Pay,Delivered,Phoenix,AZ,United States,SELL01630
25380,ORD0025381,24-04-2020,CUST016186,Ritika Patel,P00008,4K Monitor,Sports & Outdoors,ReadMore,5,334.86,0.2,107.16,12.96,,UPI,Shipped,Denver,CO,Canada,SELL00267
6087,ORD0006088,10-10-2023,CUST013699,Arjun Kapoor,P00003,Smartphone Case,Clothing,FitLife,3,462.75,0.1,0,9.32,,Net Banking,Delivered,Houston,TX,United States,SELL01387
79794,ORD0079795,03-11-2024,CUST033568,Vihaan Kapoor,P00037,Router,Books,HomeEase,3,256.46,0.05,58.47,14.14,,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01604
64834,ORD0064835,16-06-2024,CUST013066,Vivaan Sharma,P00048,Wireless Charger,Books,FitLife,3,240.56,0.1,32.48,5.09,,UPI,Delivered,San Jose,CA,United States,SELL00694
50631,ORD0050632,14-01-2024,CUST047823,Neha Verma,P00030,Dress Shirt,Books,ReadMore,1,345.16,0,27.61,7.01,,Net Banking,Delivered,San Diego,CA,United States,SELL01746
94335,ORD0094336,24-08-2021,CUST000532,Sunita Kapoor,P00005,Laptop Sleeve,Clothing,HomeEase,5,16.88,0.05,0,1.8,,UPI,Shipped,Philadelphia,PA,United States,SELL01692
53210,ORD0053211,24-10-2023,CUST034986,Aman Verma,P00032,Board Game,Home & Kitchen,CoreTech,2,248.32,0.25,0,6.11,,UPI,Delivered,San Antonio,TX,United States,SELL00538
63417,ORD0063418,10-08-2023,CUST014523,Anjali Joshi,P00009,Portable SSD 1TB,Electronics,CoreTech,4,356.58,0,256.74,11.79,,UPI,Delivered,Phoenix,AZ,United States,SELL00370
53269,ORD0053270,11-10-2020,CUST048225,Anjali Mehta,P00015,Instant Pot,Books,BrightLux,2,40.82,0.05,3.88,6,,Credit Card,Shipped,Washington,DC,United Kingdom,SELL01581
91582,ORD0091583,01-11-2022,CUST045268,Simran Patel,P00001,Wireless Earbuds,Electronics,CoreTech,1,419.84,0.05,71.79,5.05,,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL01246
62400,ORD0062401,27-09-2023,CUST049778,Vihaan Sharma,P00022,Water Bottle,Clothing,ReadMore,3,418.06,0,225.75,8.75,,Debit Card,Delivered,Indianapolis,IN,United States,SELL01555
51876,ORD0051877,11-12-2023,CUST005523,Sahil Patel,P00017,Electric Kettle,Electronics,Zenith,5,281.02,0,70.26,2.38,,Amazon Pay,Delivered,New York,NY,India,SELL01500
78059,ORD0078060,30-03-2020,CUST034773,Mohit Patel,P00026,Sunglasses,Books,CoreTech,2,291.39,0.1,41.96,14.65,,Debit Card,Returned,Phoenix,AZ,United States,SELL00006
16467,ORD0016468,13-06-2023,CUST026241,Sahil Mehta,P00025,Running Shoes,Books,Apex,4,318.97,0.3,44.66,9,,Net Banking,Delivered,Houston,TX,India,SELL01668
28216,ORD0028217,09-05-2023,CUST045547,Sunita Singh,P00036,Smart Light Bulb,Electronics,NexPro,3,58.72,0,0,14.01,,Amazon Pay,Delivered,Washington,DC,India,SELL00995
30823,ORD0030824,20-09-2024,CUST002528,Arjun Singh,P00035,Desk Plant,Books,Zenith,3,24.49,0,3.67,2.42,,Credit Card,Delivered,Seattle,WA,Canada,SELL00426
74118,ORD0074119,09-01-2023,CUST036138,Mohit Patel,P00030,Dress Shirt,Electronics,ReadMore,1,211.51,0.05,10.05,7.04,,UPI,Delivered,Austin,TX,United States,SELL01549
18996,ORD0018997,01-10-2023,CUST030284,Rohit Gupta,P00049,Children's Book,Sports & Outdoors,FitLife,3,564.5,0.1,121.93,6.12,,UPI,Delivered,Houston,TX,India,SELL01771
91608,ORD0091609,13-02-2023,CUST049165,Sunita Gupta,P00035,Desk Plant,Clothing,KiddoFun,1,242.93,0.1,26.24,6.01,,Amazon Pay,Shipped,Indianapolis,IN,United Kingdom,SELL01091
69645,ORD0069646,27-03-2023,CUST002829,Aman Kapoor,P00026,Sunglasses,Clothing,KiddoFun,3,333.35,0,50,13.44,,UPI,Shipped,Dallas,TX,United States,SELL01096
30538,ORD0030539,09-11-2024,CUST027124,Arjun Joshi,P00041,Webcam Full HD,Sports & Outdoors,HomeEase,1,385.35,0.2,24.66,8.48,,UPI,Delivered,Washington,DC,India,SELL00427
25204,ORD0025205,08-08-2024,CUST045506,Aman Singh,P00016,Air Fryer,Electronics,KiddoFun,2,339.78,0.05,116.2,7.24,,UPI,Delivered,Charlotte,NC,United States,SELL01279
12580,ORD0012581,23-11-2023,CUST044888,Vihaan Kapoor,P00022,Water Bottle,Home & Kitchen,KiddoFun,1,103.42,0.05,0,4.53,,Amazon Pay,Delivered,Denver,CO,United States,SELL01066
72522,ORD0072523,20-05-2024,CUST039266,Karan Sharma,P00041,Webcam Full HD,Sports & Outdoors,UrbanStyle,3,500.14,0.15,63.77,1.46,,Debit Card,Pending,Philadelphia,PA,United States,SELL01275
83119,ORD0083120,17-10-2022,CUST006013,Arjun Gupta,P00050,Novel Bestseller,Clothing,KiddoFun,3,279.85,0.15,57.09,2.14,,Net Banking,Delivered,San Francisco,CA,United States,SELL01420
8201,ORD0008202,13-05-2020,CUST042745,Karan Verma,P00039,Graphic Tablet,Electronics,BrightLux,2,211.42,0,33.83,6.98,,Cash on Delivery,Delivered,San Francisco,CA,United States,SELL01138
80637,ORD0080638,31-08-2020,CUST001117,Neha Gupta,P00037,Router,Electronics,UrbanStyle,2,593.78,0,95,8.28,,UPI,Delivered,Columbus,OH,United States,SELL00778
20398,ORD0020399,23-08-2021,CUST043074,Sneha Singh,P00043,HDMI Cable 2m,Sports & Outdoors,Apex,2,569.23,0,91.08,10.7,,UPI,Delivered,Dallas,TX,Canada,SELL01667
81689,ORD0081690,13-02-2021,CUST044268,Arjun Gupta,P00039,Graphic Tablet,Books,KiddoFun,3,392.14,0.15,179.99,10.79,,Net Banking,Pending,Phoenix,AZ,Canada,SELL00260
90085,ORD0090086,23-07-2020,CUST022039,Aarav Joshi,P00014,Drone Mini,Electronics,HomeEase,2,443.93,0,44.39,14.18,,Cash on Delivery,Pending,New York,NY,United States,SELL00448
18591,ORD0018592,17-02-2022,CUST028420,Sunita Mehta,P00020,Office Chair,Toys & Games,KiddoFun,1,9.94,0.15,0.42,0.47,,UPI,Delivered,Chicago,IL,United States,SELL00777
73970,ORD0073971,13-02-2021,CUST026029,Karan Joshi,P00049,Children's Book,Electronics,CoreTech,1,117.84,0.15,0,2.45,,Amazon Pay,Delivered,Houston,TX,United States,SELL00285
32464,ORD0032465,22-07-2020,CUST044941,Sneha Kumar,P00039,Graphic Tablet,Home & Kitchen,KiddoFun,3,289.58,0,104.25,14.92,,Credit Card,Delivered,Los Angeles,CA,United States,SELL00714
51602,ORD0051603,29-11-2021,CUST017386,Sahil Joshi,P00009,Portable SSD 1TB,Home & Kitchen,UrbanStyle,2,231.26,0.1,49.95,8.33,,Net Banking,Delivered,Charlotte,NC,United States,SELL00400
33312,ORD0033313,13-11-2023,CUST039423,Sahil Mehta,P00012,Noise Cancelling Headphones,Sports & Outdoors,FitLife,4,155.96,0.05,47.41,6.16,,Debit Card,Shipped,Philadelphia,PA,United Kingdom,SELL01164
51463,ORD0051464,21-10-2024,CUST005765,Arjun Reddy,P00012,Noise Cancelling Headphones,Books,HomeEase,3,139.95,0.05,31.91,6.17,,Credit Card,Delivered,Denver,CO,United States,SELL01960
64527,ORD0064528,05-04-2023,CUST026336,Sneha Mehta,P00014,Drone Mini,Toys & Games,Apex,5,496.3,0.2,158.82,14.93,,Debit Card,Delivered,Austin,TX,United States,SELL00793
53251,ORD0053252,05-09-2024,CUST031042,Vikas Singh,P00026,Sunglasses,Books,BrightLux,4,154.74,0.05,70.56,1.62,,Net Banking,Delivered,Chicago,IL,United States,SELL01959
3201,ORD0003202,29-12-2023,CUST024607,Mohit Verma,P00024,Yoga Mat,Toys & Games,Apex,5,511.62,0.05,0,1.73,,Debit Card,Delivered,Seattle,WA,United States,SELL00168
79957,ORD0079958,12-04-2022,CUST015078,Sneha Singh,P00011,Fitness Band,Electronics,BrightLux,3,231.14,0.05,32.94,14.27,,Amazon Pay,Delivered,Denver,CO,United Kingdom,SELL00082
73592,ORD0073593,12-03-2022,CUST005870,Vivaan Kapoor,P00017,Electric Kettle,Clothing,Apex,3,249.86,0.1,121.43,14.85,,UPI,Delivered,Austin,TX,United States,SELL01664
49684,ORD0049685,11-03-2021,CUST012774,Aditya Gupta,P00021,Backpack,Home & Kitchen,ReadMore,3,200.46,0,48.11,10.86,,UPI,Delivered,Denver,CO,India,SELL00931
71046,ORD0071047,25-06-2020,CUST031813,Sunita Verma,P00027,Winter Jacket,Clothing,KiddoFun,3,102.79,0,55.51,3.22,,UPI,Returned,Los Angeles,CA,United States,SELL01031
48999,ORD0049000,13-05-2021,CUST009474,Neha Mehta,P00050,Novel Bestseller,Books,BrightLux,5,436.29,0.05,0,3.15,,UPI,Shipped,San Jose,CA,United States,SELL01107
17099,ORD0017100,23-10-2023,CUST040700,Kabir Singh,P00020,Office Chair,Toys & Games,Zenith,3,501.79,0,120.43,4.58,,Net Banking,Delivered,Charlotte,NC,United States,SELL01575
62559,ORD0062560,25-12-2020,CUST033957,Neha Singh,P00046,Car Charger,Sports & Outdoors,UrbanStyle,4,281.61,0,135.17,6.88,,Credit Card,Delivered,Washington,DC,United States,SELL01991
37435,ORD0037436,20-05-2023,CUST046013,Priya Sharma,P00042,Projector Mini,Electronics,NexPro,3,494.86,0.3,187.06,11.68,,Credit Card,Delivered,Denver,CO,United States,SELL00635
7967,ORD0007968,18-04-2020,CUST023484,Arjun Patel,P00028,Jeans,Toys & Games,Zenith,5,584.71,0.2,0,0.83,,Debit Card,Shipped,San Jose,CA,United States,SELL00375
97921,ORD0097922,28-10-2021,CUST010575,Ritika Kapoor,P00004,USB-C Charger,Sports & Outdoors,UrbanStyle,3,395.46,0.05,90.16,6.25,,Credit Card,Delivered,Chicago,IL,United States,SELL01655
47349,ORD0047350,24-12-2021,CUST012283,Neha Kumar,P00019,LED Desk Lamp,Sports & Outdoors,FitLife,5,169.53,0,67.81,12.83,,UPI,Shipped,Washington,DC,United States,SELL01846
95811,ORD0095812,05-02-2022,CUST028373,Aditya Mehta,P00018,Vacuum Cleaner,Home & Kitchen,ReadMore,4,557.36,0,178.36,0.46,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00357
