,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmountPredictionByModel,TotalAmount_Original
92541,ORD0092542,15-03-2021,CUST014015,Neha Reddy,P00001,Wireless Earbuds,Electronics,BrightLux,4,206.85,0,41.37,7.91,876.68,UPI,Shipped,Charlotte,NC,United States,SELL01740,876.7559,876.68
23780,ORD0023781,13-09-2022,CUST017773,Kabir Kapoor,P00034,Desk Organizer,Sports & Outdoors,BrightLux,3,104.38,0.05,14.87,5.95,318.3,Amazon Pay,Delivered,Dallas,TX,United States,SELL01909,318.0314,318.3
45620,ORD0045621,09-09-2021,CUST018657,Aditya Kumar,P00025,Running Shoes,Clothing,Apex,4,587.6,0,188.03,2.56,2540.99,Debit Card,Delivered,Washington,DC,United States,SELL01826,2541.8833,2540.99
21872,ORD0021873,05-04-2023,CUST015523,Sneha Mehta,P00029,T-Shirt,Sports & Outdoors,NexPro,2,74.21,0.05,11.28,3.43,155.71,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL01153,156.711,155.71
70579,ORD0070580,29-09-2020,CUST040759,Pooja Mehta,P00026,Sunglasses,Home & Kitchen,HomeEase,2,464.64,0,74.34,11.73,1015.35,Credit Card,Shipped,Jacksonville,FL,United States,SELL00250,1015.1155,1015.35
29682,ORD0029683,16-04-2024,CUST044602,Rohit Kapoor,P00036,Smart Light Bulb,Clothing,ReadMore,2,265.13,0.05,40.3,8.62,552.67,UPI,Delivered,Denver,CO,India,SELL00845,552.8182,552.67
65990,ORD0065991,09-02-2021,CUST035833,Priya Mehta,P00013,Action Camera,Home & Kitchen,Zenith,1,566.65,0,28.33,13.48,608.46,Credit Card,Delivered,Washington,DC,India,SELL01748,607.4044,608.46
91514,ORD0091515,14-11-2022,CUST002964,Anjali Kapoor,P00020,Office Chair,Clothing,Zenith,2,366.39,0.05,55.69,9.72,761.55,Credit Card,Delivered,Jacksonville,FL,India,SELL00541,760.8619,761.55
35098,ORD0035099,07-11-2024,CUST033293,Arjun Singh,P00041,Webcam Full HD,Books,ReadMore,4,382.54,0.05,116.29,0.3,1570.24,Debit Card,Delivered,Philadelphia,PA,United States,SELL00713,1574.8151,1570.24
58444,ORD0058445,19-11-2020,CUST035943,Sahil Kapoor,P00043,HDMI Cable 2m,Sports & Outdoors,KiddoFun,4,520.21,0,166.47,9.31,2256.62,Credit Card,Delivered,Philadelphia,PA,United Kingdom,SELL01607,2255.2748,2256.62
48712,ORD0048713,05-09-2020,CUST013096,Aarav Joshi,P00021,Backpack,Electronics,CoreTech,4,263.36,0.05,0,6.84,1007.61,UPI,Delivered,San Francisco,CA,Australia,SELL01318,1009.4578,1007.61
59880,ORD0059881,13-01-2022,CUST046976,Vikas Reddy,P00047,Memory Card 128GB,Books,NexPro,1,548.53,0.25,32.91,13.15,457.46,UPI,Delivered,San Jose,CA,United States,SELL00231,456.5612,457.46
29373,ORD0029374,10-08-2024,CUST005574,Sahil Sharma,P00017,Electric Kettle,Electronics,BrightLux,4,236.49,0.05,44.93,7.04,950.63,Amazon Pay,Delivered,Seattle,WA,United States,SELL00179,950.26,950.63
25715,ORD0025716,05-03-2020,CUST014852,Sneha Sharma,P00028,Jeans,Home & Kitchen,Zenith,2,364.28,0.05,124.58,12.11,828.82,Amazon Pay,Delivered,San Diego,CA,United States,SELL00311,828.511,828.82
55793,ORD0055794,16-07-2022,CUST021276,Kabir Singh,P00049,Children's Book,Home & Kitchen,Zenith,5,592.77,0.2,426.79,12.14,2810.01,Credit Card,Delivered,Denver,CO,United States,SELL01887,2810.4879,2810.01
27547,ORD0027548,13-12-2020,CUST013955,Anjali Reddy,P00040,Microphone,Home & Kitchen,BrightLux,4,203.95,0.05,93,3.1,871.11,Credit Card,Returned,Philadelphia,PA,United States,SELL01503,874.6692,871.11
47310,ORD0047311,11-03-2021,CUST005426,Sahil Patel,P00007,Mechanical Keyboard,Home & Kitchen,KiddoFun,2,119.59,0.05,0,1.32,228.54,Amazon Pay,Delivered,Houston,TX,United States,SELL00036,231.2361,228.54
15419,ORD0015420,09-09-2020,CUST028069,Vivaan Mehta,P00028,Jeans,Books,FitLife,5,181.91,0,109.15,8.68,1027.38,Amazon Pay,Cancelled,Columbus,OH,United States,SELL00230,1026.9357,1027.38
94314,ORD0094315,21-06-2022,CUST012017,Aman Sharma,P00015,Instant Pot,Books,ReadMore,3,451.52,0,0,4.85,1359.41,UPI,Delivered,Washington,DC,United States,SELL01650,1359.8205,1359.41
1073,ORD0001074,17-12-2024,CUST003896,Neha Sharma,P00048,Wireless Charger,Clothing,Apex,1,435.67,0.2,17.43,12.03,378,Credit Card,Delivered,Fort Worth,TX,United States,SELL01053,376.6894,378
14711,ORD0014712,04-04-2021,CUST007313,Aarav Joshi,P00039,Graphic Tablet,Sports & Outdoors,Zenith,4,254.29,0,50.86,6.92,1074.94,Credit Card,Delivered,San Diego,CA,United States,SELL01073,1074.7864,1074.94
51474,ORD0051475,11-02-2024,CUST010095,Aditya Kumar,P00004,USB-C Charger,Books,CoreTech,1,399.32,0,31.95,5.96,437.23,Credit Card,Delivered,Fort Worth,TX,United States,SELL01147,437.0444,437.23
16810,ORD0016811,08-05-2024,CUST027933,Kabir Patel,P00029,T-Shirt,Clothing,Zenith,4,270.21,0.2,69.17,7.61,941.45,Debit Card,Delivered,Columbus,OH,India,SELL01904,943.9643,941.45
21080,ORD0021081,29-08-2024,CUST041411,Arjun Joshi,P00036,Smart Light Bulb,Toys & Games,HomeEase,3,110.77,0.3,18.61,1.43,252.66,Amazon Pay,Delivered,Charlotte,NC,United States,SELL00252,260.1775,252.66
7848,ORD0007849,28-08-2021,CUST043651,Arjun Joshi,P00010,Smartwatch,Sports & Outdoors,UrbanStyle,4,363.06,0,0,0.96,1453.2,Amazon Pay,Delivered,Indianapolis,IN,Canada,SELL01712,1455.2454,1453.2
17131,ORD0017132,14-10-2022,CUST019169,Sahil Singh,P00027,Winter Jacket,Home & Kitchen,UrbanStyle,2,480.65,0.25,57.68,0.11,778.76,Credit Card,Pending,Fort Worth,TX,United States,SELL01324,775.5619,778.76
71925,ORD0071926,05-05-2023,CUST007148,Aarav Kapoor,P00020,Office Chair,Sports & Outdoors,NexPro,5,204.37,0.1,0,2.03,921.7,Debit Card,Delivered,San Francisco,CA,United States,SELL01088,924.67,921.7
74615,ORD0074616,08-08-2024,CUST016901,Priya Kumar,P00047,Memory Card 128GB,Home & Kitchen,CoreTech,3,409.34,0.05,58.33,5.99,1230.94,Debit Card,Pending,Seattle,WA,United States,SELL00795,1229.7723,1230.94
31211,ORD0031212,11-03-2022,CUST034665,Sneha Joshi,P00029,T-Shirt,Books,ReadMore,5,270.04,0.1,60.76,0.47,1276.41,UPI,Delivered,Austin,TX,United States,SELL01152,1278.9935,1276.41
94714,ORD0094715,03-04-2021,CUST034213,Pooja Gupta,P00027,Winter Jacket,Books,ReadMore,1,182.71,0.1,13.16,3.89,181.49,Credit Card,Shipped,Los Angeles,CA,United States,SELL00266,183.267,181.49
80915,ORD0080916,07-04-2021,CUST018595,Sahil Singh,P00031,Kids Toy Car,Sports & Outdoors,CoreTech,3,285.61,0.25,0,7.98,650.6,UPI,Delivered,Houston,TX,United States,SELL01613,649.214,650.6
67866,ORD0067867,11-01-2021,CUST047215,Arjun Sharma,P00024,Yoga Mat,Toys & Games,BrightLux,4,359.27,0,0,6.95,1444.03,Cash on Delivery,Delivered,New York,NY,United States,SELL01655,1444.0862,1444.03
15315,ORD0015316,29-10-2023,CUST001261,Sahil Mehta,P00035,Desk Plant,Home & Kitchen,FitLife,2,571.12,0.05,54.26,9.32,1148.71,Credit Card,Delivered,Indianapolis,IN,United States,SELL00663,1148.725,1148.71
4992,ORD0004993,21-12-2023,CUST034415,Rohit Gupta,P00003,Smartphone Case,Sports & Outdoors,FitLife,1,417.86,0,75.21,14.3,507.37,Cash on Delivery,Delivered,Austin,TX,United States,SELL01825,506.68,507.37
94842,ORD0094843,21-04-2023,CUST013278,Mohit Gupta,P00030,Dress Shirt,Toys & Games,NexPro,4,231.67,0,111.2,14.43,1052.31,Debit Card,Delivered,Fort Worth,TX,United States,SELL01447,1049.2098,1052.31
95220,ORD0095221,15-05-2020,CUST024743,Simran Patel,P00024,Yoga Mat,Toys & Games,HomeEase,4,586.99,0.15,159.66,2.91,2158.34,UPI,Delivered,Houston,TX,United States,SELL00871,2159.5995,2158.34
71592,ORD0071593,23-05-2020,CUST022351,Neha Reddy,P00007,Mechanical Keyboard,Books,Apex,2,177.73,0,42.66,8.19,406.31,Debit Card,Delivered,Chicago,IL,United States,SELL01682,405.4719,406.31
41592,ORD0041593,30-04-2022,CUST009609,Vihaan Sharma,P00036,Smart Light Bulb,Electronics,ReadMore,2,133.35,0,21.34,1.68,289.72,UPI,Cancelled,Washington,DC,United States,SELL00083,291.4081,289.72
98752,ORD0098753,12-12-2021,CUST049684,Aditya Mehta,P00019,LED Desk Lamp,Books,HomeEase,1,295.89,0,35.51,6.19,337.59,UPI,Delivered,Denver,CO,United States,SELL01531,337.7497,337.59
23044,ORD0023045,26-09-2021,CUST013017,Mohit Verma,P00036,Smart Light Bulb,Clothing,NexPro,3,482.6,0.15,61.53,14.47,1306.63,Debit Card,Delivered,San Francisco,CA,India,SELL01173,1303.7239,1306.63
76045,ORD0076046,05-06-2021,CUST019588,Kabir Sharma,P00033,Puzzle 1000pc,Books,HomeEase,3,200.08,0,48.02,10.21,658.47,Credit Card,Delivered,Philadelphia,PA,United Kingdom,SELL00571,657.0377,658.47
82802,ORD0082803,11-08-2024,CUST009494,Aditya Gupta,P00049,Children's Book,Books,HomeEase,2,338.3,0.05,51.42,0.19,694.38,Credit Card,Delivered,Indianapolis,IN,United States,SELL01875,696.483,694.38
75841,ORD0075842,30-04-2022,CUST030222,Arjun Kumar,P00002,Bluetooth Speaker,Toys & Games,CoreTech,3,469.61,0,253.59,6.39,1668.81,Amazon Pay,Delivered,Chicago,IL,United States,SELL00194,1669.0578,1668.81
51098,ORD0051099,07-11-2024,CUST002617,Mohit Mehta,P00005,Laptop Sleeve,Home & Kitchen,CoreTech,5,305.7,0.05,72.6,3.58,1528.26,Credit Card,Shipped,Indianapolis,IN,United States,SELL00390,1531.3831,1528.26
35835,ORD0035836,01-06-2020,CUST001250,Sahil Reddy,P00047,Memory Card 128GB,Books,Apex,3,273.57,0,65.66,1.97,888.34,UPI,Delivered,Houston,TX,United States,SELL00952,889.9131,888.34
26822,ORD0026823,25-04-2021,CUST013511,Sunita Mehta,P00043,HDMI Cable 2m,Clothing,UrbanStyle,5,79.3,0.15,26.96,10.42,374.4,Amazon Pay,Pending,Los Angeles,CA,United States,SELL00849,371.8118,374.4
68641,ORD0068642,01-10-2021,CUST029708,Simran Verma,P00011,Fitness Band,Home & Kitchen,KiddoFun,4,380.91,0,0,10.4,1534.04,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01787,1532.5062,1534.04
25865,ORD0025866,12-12-2023,CUST031603,Arjun Mehta,P00027,Winter Jacket,Toys & Games,CoreTech,2,42.38,0,0,1.01,85.77,Credit Card,Delivered,San Antonio,TX,India,SELL01046,87.5326,85.77
64468,ORD0064469,26-03-2022,CUST017922,Aarav Mehta,P00011,Fitness Band,Sports & Outdoors,ReadMore,3,348.23,0.2,66.86,5.66,908.27,Debit Card,Shipped,Charlotte,NC,United States,SELL01927,907.9735,908.27
60148,ORD0060149,26-03-2024,CUST043796,Simran Reddy,P00007,Mechanical Keyboard,Electronics,KiddoFun,1,245.39,0,12.27,7.49,265.15,Net Banking,Shipped,Fort Worth,TX,United States,SELL00641,265.6072,265.15
11359,ORD0011360,29-10-2021,CUST002136,Ritika Singh,P00037,Router,Books,ReadMore,3,22.51,0.05,5.13,3.61,72.89,UPI,Delivered,Charlotte,NC,United States,SELL01291,73.7763,72.89
64943,ORD0064944,14-11-2024,CUST013460,Aarav Sharma,P00034,Desk Organizer,Toys & Games,BrightLux,5,182.04,0,45.51,13.72,969.43,UPI,Shipped,Chicago,IL,United States,SELL01736,969.6064,969.43
61095,ORD0061096,14-12-2023,CUST035605,Vihaan Sharma,P00037,Router,Toys & Games,BrightLux,4,475.88,0.15,129.44,12.03,1759.46,Amazon Pay,Delivered,Phoenix,AZ,India,SELL00508,1756.1785,1759.46
77889,ORD0077890,27-01-2024,CUST032188,Anjali Reddy,P00003,Smartphone Case,Home & Kitchen,Zenith,2,90.52,0.05,0,13.14,185.13,Debit Card,Delivered,San Diego,CA,United States,SELL01920,185.5872,185.13
23818,ORD0023819,25-11-2020,CUST037749,Aman Joshi,P00020,Office Chair,Sports & Outdoors,Zenith,5,179.2,0,44.8,13.26,954.06,Credit Card,Shipped,Charlotte,NC,United States,SELL00057,952.8952,954.06
74705,ORD0074706,19-05-2021,CUST044488,Pooja Kapoor,P00044,Power Bank 20000mAh,Sports & Outdoors,ReadMore,5,481.8,0.2,154.18,13.92,2095.3,Credit Card,Delivered,Houston,TX,United States,SELL01041,2093.8127,2095.3
18555,ORD0018556,15-04-2022,CUST007056,Rohit Joshi,P00044,Power Bank 20000mAh,Clothing,FitLife,1,450.73,0.1,32.45,7.7,445.81,Net Banking,Delivered,Los Angeles,CA,Canada,SELL00924,445.1554,445.81
74300,ORD0074301,10-04-2022,CUST012067,Vihaan Singh,P00050,Novel Bestseller,Sports & Outdoors,Apex,1,288.15,0,14.41,6.38,308.94,Debit Card,Delivered,Dallas,TX,United States,SELL00137,308.1187,308.94
67472,ORD0067473,06-07-2020,CUST031412,Rohit Joshi,P00032,Board Game,Sports & Outdoors,CoreTech,5,14.24,0,3.56,7.26,82.02,Credit Card,Delivered,Seattle,WA,United States,SELL01153,79.5031,82.02
84324,ORD0084325,31-08-2024,CUST029805,Rohit Mehta,P00021,Backpack,Books,FitLife,3,61.2,0,9.18,12.62,205.4,Credit Card,Delivered,Austin,TX,United States,SELL01057,204.4304,205.4
47995,ORD0047996,25-08-2023,CUST015298,Pooja Verma,P00025,Running Shoes,Books,HomeEase,5,143.85,0,57.54,13.84,790.63,Debit Card,Delivered,Los Angeles,CA,United States,SELL01965,789.1482,790.63
39647,ORD0039648,24-10-2023,CUST027725,Aditya Sharma,P00038,External HDD 2TB,Sports & Outdoors,BrightLux,2,340.61,0.1,30.65,10.32,654.07,Credit Card,Delivered,San Diego,CA,United States,SELL00666,652.7256,654.07
6083,ORD0006084,25-07-2020,CUST030487,Aditya Singh,P00047,Memory Card 128GB,Electronics,NexPro,3,281.55,0,67.57,13.96,926.18,UPI,Delivered,Austin,TX,United States,SELL01227,925.336,926.18
57482,ORD0057483,02-10-2024,CUST021925,Vivaan Reddy,P00016,Air Fryer,Sports & Outdoors,CoreTech,2,76.48,0,18.36,12.72,184.04,UPI,Delivered,Charlotte,NC,United States,SELL01621,183.1077,184.04
11262,ORD0011263,09-07-2022,CUST017577,Neha Singh,P00021,Backpack,Sports & Outdoors,HomeEase,4,103.87,0,20.77,11.68,447.93,Net Banking,Delivered,Dallas,TX,United States,SELL00379,446.0851,447.93
23796,ORD0023797,02-01-2022,CUST030360,Pooja Kapoor,P00019,LED Desk Lamp,Sports & Outdoors,ReadMore,2,376.78,0.05,57.27,3.54,776.69,Amazon Pay,Delivered,Washington,DC,United States,SELL01949,778.8867,776.69
74732,ORD0074733,23-04-2022,CUST046567,Neha Gupta,P00004,USB-C Charger,Sports & Outdoors,UrbanStyle,1,402.93,0.2,38.68,14.16,375.18,UPI,Delivered,San Diego,CA,United Kingdom,SELL01310,373.4759,375.18
23727,ORD0023728,02-06-2024,CUST005057,Kabir Kapoor,P00002,Bluetooth Speaker,Books,Zenith,4,191.98,0.25,28.8,6.02,610.76,Amazon Pay,Shipped,San Francisco,CA,Australia,SELL00197,607.0021,610.76
25212,ORD0025213,06-06-2022,CUST035794,Sunita Gupta,P00028,Jeans,Toys & Games,ReadMore,4,486.21,0,155.59,8.04,2108.47,UPI,Delivered,Seattle,WA,Canada,SELL01137,2108.1121,2108.47
66235,ORD0066236,27-05-2022,CUST040421,Vivaan Reddy,P00003,Smartphone Case,Books,Apex,2,216.65,0.05,20.58,4.34,436.55,UPI,Delivered,Charlotte,NC,United States,SELL00057,436.7574,436.55
59413,ORD0059414,14-03-2024,CUST029507,Aditya Kumar,P00028,Jeans,Sports & Outdoors,CoreTech,1,181.48,0.1,8.17,1.49,172.99,Credit Card,Delivered,New York,NY,United States,SELL01222,173.5581,172.99
60370,ORD0060371,05-05-2021,CUST003462,Arjun Joshi,P00033,Puzzle 1000pc,Sports & Outdoors,Zenith,5,283.24,0.1,0,6.08,1280.66,UPI,Shipped,San Francisco,CA,United States,SELL01226,1279.9261,1280.66
54274,ORD0054275,05-11-2023,CUST039489,Kabir Mehta,P00010,Smartwatch,Toys & Games,UrbanStyle,4,163.12,0.05,30.99,3.08,653.93,Credit Card,Delivered,Columbus,OH,United States,SELL00188,657.0822,653.93
58464,ORD0058465,24-05-2022,CUST049571,Sneha Mehta,P00037,Router,Sports & Outdoors,Apex,3,491.55,0.1,66.36,5.21,1398.76,Credit Card,Pending,Los Angeles,CA,United States,SELL00956,1399.3423,1398.76
57912,ORD0057913,28-06-2020,CUST045104,Rohit Verma,P00040,Microphone,Home & Kitchen,NexPro,4,222.19,0.25,33.33,12.43,712.33,Debit Card,Delivered,Charlotte,NC,United States,SELL00655,705.3233,712.33
49188,ORD0049189,22-03-2024,CUST044180,Aarav Patel,P00031,Kids Toy Car,Sports & Outdoors,FitLife,1,242.34,0,43.62,6.74,292.7,Credit Card,Shipped,Columbus,OH,United States,SELL00705,292.6643,292.7
95381,ORD0095382,18-06-2024,CUST015195,Vikas Sharma,P00046,Car Charger,Books,HomeEase,1,587.94,0.2,37.63,13.71,521.69,Credit Card,Pending,Seattle,WA,United States,SELL01816,519.7715,521.69
43405,ORD0043406,27-10-2022,CUST034445,Kabir Joshi,P00002,Bluetooth Speaker,Home & Kitchen,CoreTech,3,551.04,0.05,78.52,8.35,1657.33,Net Banking,Delivered,Dallas,TX,United States,SELL00468,1657.6207,1657.33
97495,ORD0097496,19-01-2020,CUST031859,Vivaan Mehta,P00026,Sunglasses,Electronics,HomeEase,4,242.36,0.25,130.87,11.95,869.9,Net Banking,Delivered,Charlotte,NC,United States,SELL01918,875.0973,869.9
1244,ORD0001245,22-04-2020,CUST041561,Aman Kumar,P00025,Running Shoes,Books,FitLife,1,352.6,0,17.63,9.62,379.85,Credit Card,Delivered,Washington,DC,United States,SELL00681,379.3566,379.85
63301,ORD0063302,04-11-2021,CUST004559,Vivaan Kapoor,P00038,External HDD 2TB,Toys & Games,Zenith,1,586.25,0.1,42.21,10.34,580.18,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL00821,579.3467,580.18
76499,ORD0076500,04-09-2020,CUST043834,Vivaan Sharma,P00034,Desk Organizer,Books,Apex,5,427.12,0,256.27,2.53,2394.4,Net Banking,Shipped,Charlotte,NC,United States,SELL01874,2396.0192,2394.4
42058,ORD0042059,02-01-2022,CUST016079,Vihaan Verma,P00014,Drone Mini,Books,UrbanStyle,5,273.15,0,68.29,8.92,1442.96,Amazon Pay,Delivered,Dallas,TX,United States,SELL01843,1443.2563,1442.96
17271,ORD0017272,28-08-2020,CUST031532,Aarav Kumar,P00015,Instant Pot,Home & Kitchen,UrbanStyle,5,245.36,0.15,125.13,9.5,1177.41,Cash on Delivery,Delivered,Austin,TX,United States,SELL01840,1179.5631,1177.41
76016,ORD0076017,10-09-2022,CUST011791,Rohit Mehta,P00044,Power Bank 20000mAh,Home & Kitchen,KiddoFun,1,186.43,0,33.56,14.38,234.37,Credit Card,Delivered,Columbus,OH,United States,SELL00855,232.992,234.37
2203,ORD0002204,18-07-2023,CUST002238,Pooja Kapoor,P00046,Car Charger,Home & Kitchen,BrightLux,2,216.28,0.2,62.29,11.56,419.9,UPI,Delivered,New York,NY,United States,SELL00721,418.2314,419.9
1430,ORD0001431,10-10-2022,CUST009555,Simran Gupta,P00030,Dress Shirt,Sports & Outdoors,Apex,5,235.05,0.2,75.22,11.19,1026.61,UPI,Shipped,Columbus,OH,Australia,SELL01481,1027.6998,1026.61
96382,ORD0096383,15-02-2021,CUST002342,Karan Kapoor,P00016,Air Fryer,Toys & Games,Zenith,1,60.72,0,0,14.81,75.53,Amazon Pay,Delivered,Houston,TX,United States,SELL01855,73.813,75.53
17365,ORD0017366,09-09-2023,CUST013062,Anjali Verma,P00044,Power Bank 20000mAh,Clothing,CoreTech,3,260.58,0.2,31.27,7.82,664.48,Credit Card,Delivered,San Antonio,TX,India,SELL00728,666.3307,664.48
19636,ORD0019637,23-05-2023,CUST035629,Pooja Kumar,P00027,Winter Jacket,Clothing,HomeEase,2,303.57,0.1,43.71,3.39,593.53,Credit Card,Shipped,San Diego,CA,United States,SELL01690,595.4697,593.53
8545,ORD0008546,19-06-2020,CUST005579,Sunita Singh,P00014,Drone Mini,Toys & Games,NexPro,3,516.52,0.05,73.6,12.39,1558.07,Debit Card,Delivered,Chicago,IL,United States,SELL01663,1556.3826,1558.07
45800,ORD0045801,13-02-2021,CUST035041,Rohit Sharma,P00012,Noise Cancelling Headphones,Electronics,BrightLux,5,396.47,0,158.59,3.69,2144.63,Credit Card,Delivered,Phoenix,AZ,United States,SELL00578,2145.5973,2144.63
87868,ORD0087869,25-10-2020,CUST021568,Vikas Kapoor,P00017,Electric Kettle,Home & Kitchen,Apex,1,352.09,0.1,15.84,0.54,333.26,Debit Card,Delivered,Fort Worth,TX,United States,SELL00471,335.1319,333.26
78630,ORD0078631,15-11-2021,CUST021086,Ritika Sharma,P00020,Office Chair,Electronics,KiddoFun,5,261.22,0.1,0,13.76,1189.25,UPI,Delivered,Houston,TX,United States,SELL00822,1187.7114,1189.25
57772,ORD0057773,08-07-2022,CUST003293,Vikas Sharma,P00024,Yoga Mat,Books,HomeEase,5,253.32,0,101.33,3.51,1371.44,UPI,Shipped,Seattle,WA,United States,SELL01380,1371.3576,1371.44
50966,ORD0050967,24-02-2020,CUST048786,Aman Reddy,P00048,Wireless Charger,Electronics,UrbanStyle,2,559.82,0,55.98,5.29,1180.91,Credit Card,Cancelled,Seattle,WA,United States,SELL00967,1180.2812,1180.91
19051,ORD0019052,02-10-2023,CUST026935,Vikas Joshi,P00007,Mechanical Keyboard,Clothing,Apex,4,219.24,0.05,66.65,6.71,906.47,Debit Card,Shipped,Fort Worth,TX,United States,SELL01358,906.7914,906.47
73068,ORD0073069,21-03-2022,CUST032795,Vivaan Kapoor,P00048,Wireless Charger,Home & Kitchen,ReadMore,2,345.68,0.05,52.54,6.34,715.67,Debit Card,Delivered,Dallas,TX,United States,SELL00287,716.192,715.67
82822,ORD0082823,24-06-2021,CUST047698,Simran Kapoor,P00038,External HDD 2TB,Clothing,Zenith,4,225.7,0.1,65,0.73,878.25,Amazon Pay,Shipped,Austin,TX,United States,SELL01851,879.6279,878.25
46076,ORD0046077,20-11-2020,CUST042823,Priya Gupta,P00002,Bluetooth Speaker,Books,HomeEase,3,525.74,0.05,74.92,9.13,1582.41,Amazon Pay,Delivered,Austin,TX,India,SELL00412,1583.0353,1582.41
2595,ORD0002596,28-12-2022,CUST019249,Neha Kapoor,P00030,Dress Shirt,Books,Apex,3,35.35,0,8.48,2.4,116.93,Debit Card,Shipped,Phoenix,AZ,United States,SELL01119,117.3107,116.93
36792,ORD0036793,09-01-2022,CUST028462,Neha Kapoor,P00042,Projector Mini,Books,ReadMore,2,593.57,0.05,56.39,13.72,1197.89,Net Banking,Delivered,Denver,CO,Canada,SELL01824,1196.2873,1197.89
4890,ORD0004891,01-01-2024,CUST032020,Sneha Kapoor,P00019,LED Desk Lamp,Electronics,HomeEase,4,469.07,0.15,127.59,4.04,1726.47,Credit Card,Delivered,Jacksonville,FL,United States,SELL01675,1729.7731,1726.47
68123,ORD0068124,11-05-2024,CUST049701,Arjun Kapoor,P00024,Yoga Mat,Electronics,Zenith,4,252.4,0,50.48,10.92,1071,Amazon Pay,Delivered,Denver,CO,India,SELL01987,1069.2121,1071
22513,ORD0022514,08-07-2022,CUST007442,Pooja Mehta,P00024,Yoga Mat,Clothing,CoreTech,5,380.63,0.1,137.03,0.25,1850.12,UPI,Delivered,San Diego,CA,India,SELL00396,1851.0045,1850.12
71451,ORD0071452,18-03-2023,CUST023227,Sahil Verma,P00045,Phone Tripod,Books,NexPro,2,125.2,0.1,18.03,9.6,252.99,UPI,Delivered,Seattle,WA,United States,SELL01739,252.0239,252.99
96859,ORD0096860,22-03-2022,CUST023601,Kabir Kumar,P00022,Water Bottle,Clothing,Zenith,5,263.12,0,236.81,13.07,1565.48,UPI,Delivered,Washington,DC,United States,SELL00235,1564.865,1565.48
83608,ORD0083609,18-12-2020,CUST022077,Sneha Kapoor,P00017,Electric Kettle,Home & Kitchen,Zenith,2,498.49,0.05,75.77,7.86,1030.76,Cash on Delivery,Cancelled,Washington,DC,United States,SELL01521,1030.3873,1030.76
34670,ORD0034671,26-01-2023,CUST049051,Sahil Reddy,P00008,4K Monitor,Electronics,Apex,3,213.75,0.2,25.65,4.7,543.35,Credit Card,Delivered,Chicago,IL,United Kingdom,SELL00111,542.2567,543.35
75370,ORD0075371,04-03-2022,CUST019593,Neha Sharma,P00025,Running Shoes,Home & Kitchen,NexPro,2,78.55,0.1,7.07,5.45,153.91,Debit Card,Delivered,Charlotte,NC,Canada,SELL01446,153.7924,153.91
34024,ORD0034025,12-11-2024,CUST025443,Mohit Patel,P00010,Smartwatch,Books,ReadMore,3,347.87,0,83.49,2.9,1130,Debit Card,Returned,Denver,CO,United States,SELL00906,1132.5709,1130
68019,ORD0068020,08-09-2023,CUST022127,Ritika Reddy,P00025,Running Shoes,Sports & Outdoors,ReadMore,4,375.62,0.1,108.18,7.98,1468.39,Credit Card,Delivered,Philadelphia,PA,United States,SELL01241,1466.1029,1468.39
31404,ORD0031405,11-12-2021,CUST003375,Pooja Reddy,P00045,Phone Tripod,Toys & Games,HomeEase,4,192.71,0,38.54,14.63,824.01,UPI,Returned,Chicago,IL,United States,SELL01437,821.8939,824.01
21708,ORD0021709,07-10-2021,CUST000968,Anjali Mehta,P00020,Office Chair,Electronics,NexPro,3,24.44,0.05,5.57,14.77,89.99,Credit Card,Delivered,Washington,DC,India,SELL01086,88.906,89.99
82357,ORD0082358,28-05-2020,CUST024674,Simran Gupta,P00037,Router,Electronics,NexPro,5,315.94,0,0,0.51,1580.21,Debit Card,Delivered,Washington,DC,United Kingdom,SELL01929,1581.5334,1580.21
64773,ORD0064774,28-11-2023,CUST016265,Ritika Kapoor,P00006,Gaming Mouse,Sports & Outdoors,ReadMore,4,12.2,0,2.44,1.24,52.48,Amazon Pay,Delivered,Columbus,OH,United States,SELL01539,52.5564,52.48
36580,ORD0036581,14-12-2023,CUST019147,Pooja Verma,P00029,T-Shirt,Home & Kitchen,KiddoFun,2,197.46,0,31.59,2.46,428.97,Credit Card,Delivered,Washington,DC,United States,SELL01535,429.8099,428.97
20193,ORD0020194,15-06-2022,CUST018145,Pooja Singh,P00031,Kids Toy Car,Clothing,CoreTech,5,413.9,0.05,235.92,5.34,2207.28,Credit Card,Delivered,Fort Worth,TX,United States,SELL01053,2207.7871,2207.28
47510,ORD0047511,27-10-2022,CUST006102,Sahil Singh,P00042,Projector Mini,Electronics,FitLife,4,293.17,0,140.72,13.72,1327.12,Debit Card,Shipped,Austin,TX,United States,SELL00166,1322.7417,1327.12
70148,ORD0070149,10-02-2020,CUST035973,Neha Sharma,P00049,Children's Book,Home & Kitchen,CoreTech,4,599.63,0,191.88,6.22,2596.62,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL00209,2596.7921,2596.62
